osm_type,osm_id,name,industrial,landuse,man_made,power,geometry_wkt
way,666443907,,cooling,,,,"POLYGON ((69.852088 22.330891, 69.85209 22.331097, 69.853045 22.331089, 69.853043 22.330884, 69.852088 22.330891))"
way,666443908,,cooling,,,,"POLYGON ((69.854309 22.333407, 69.854317 22.333876, 69.854486 22.333873, 69.854478 22.333404, 69.854309 22.333407))"
way,666443909,,cooling,,,,"POLYGON ((69.855457 22.333925, 69.855586 22.333921, 69.855575 22.333626, 69.855446 22.33363, 69.855457 22.333925))"
way,666443910,,cooling,,,,"POLYGON ((69.856632 22.335657, 69.85675 22.335657, 69.85675 22.335354, 69.856632 22.335354, 69.856632 22.335657))"
way,666443911,,cooling,,,,"POLYGON ((69.856653 22.336486, 69.856782 22.336486, 69.856782 22.33624, 69.856653 22.33624, 69.856653 22.336486))"
way,666443912,,cooling,,,,"POLYGON ((69.85811 22.339356, 69.858107 22.34023, 69.858308 22.34023, 69.858311 22.339357, 69.85811 22.339356))"
way,666443913,,cooling,,,,"POLYGON ((69.857332 22.343591, 69.856756 22.343614, 69.856765 22.34382, 69.857342 22.343797, 69.857332 22.343591))"
way,684109100,,,industrial,,,"POLYGON ((69.808377 22.386171, 69.808689 22.386375, 69.808566 22.38707, 69.808167 22.387747, 69.808508 22.388264, 69.809493 22.389182, 69.810241 22.389822, 69.811272 22.390212, 69.811889 22.390313, 69.812722 22.39043, 69.813211 22.390457, 69.813965 22.390284, 69.813814 22.389296, 69.813874 22.388825, 69.813808 22.38834, 69.813451 22.387635, 69.811472 22.384996, 69.81133 22.384708, 69.811285 22.38432, 69.811101 22.384008, 69.809656 22.383986, 69.809599 22.383754, 69.808656 22.383721, 69.808541 22.383813, 69.808523 22.385793, 69.808377 22.386171))"
way,688584478,,cooling,,,,"POLYGON ((69.737775 22.3184, 69.737695 22.318514, 69.737955 22.318669, 69.738035 22.318555, 69.737775 22.3184))"
way,688584480,,,,storage_tank,,"POLYGON ((69.741633 22.32629, 69.741604 22.326302, 69.741577 22.326318, 69.741555 22.32634, 69.741538 22.326364, 69.741526 22.326392, 69.74152 22.32642, 69.74152 22.32645, 69.741526 22.326479, 69.741539 22.326506, 69.741557 22.32653, 69.74158 22.326551, 69.741606 22.326567, 69.741636 22.326578, 69.741667 22.326584, 69.741699 22.326583, 69.74173 22.326577, 69.74176 22.326566, 69.741786 22.326549, 69.741808 22.326528, 69.741826 22.326504, 69.741838 22.326476, 69.741844 22.326447, 69.741843 22.326418, 69.741837 22.326389, 69.741824 22.326362, 69.741806 22.326337, 69.741784 22.326317, 69.741757 22.3263, 69.741727 22.32629, 69.741696 22.326284, 69.741664 22.326284, 69.741633 22.32629))"
way,688584484,,,,storage_tank,,"POLYGON ((69.741418 22.326577, 69.741389 22.326588, 69.741363 22.326605, 69.74134 22.326626, 69.741323 22.326651, 69.741311 22.326678, 69.741305 22.326707, 69.741306 22.326737, 69.741312 22.326765, 69.741324 22.326792, 69.741342 22.326817, 69.741365 22.326838, 69.741392 22.326854, 69.741421 22.326865, 69.741453 22.32687, 69.741485 22.32687, 69.741516 22.326864, 69.741545 22.326852, 69.741571 22.326836, 69.741594 22.326815, 69.741611 22.32679, 69.741623 22.326763, 69.741629 22.326734, 69.741629 22.326704, 69.741622 22.326675, 69.74161 22.326648, 69.741592 22.326624, 69.741569 22.326603, 69.741542 22.326587, 69.741513 22.326576, 69.741482 22.326571, 69.74145 22.326571, 69.741418 22.326577))"
way,688584487,,,,storage_tank,,"POLYGON ((69.741072 22.326381, 69.741043 22.326392, 69.741017 22.326409, 69.740994 22.32643, 69.740977 22.326455, 69.740965 22.326482, 69.740959 22.326511, 69.74096 22.32654, 69.740966 22.326569, 69.740978 22.326596, 69.740996 22.326621, 69.741019 22.326642, 69.741046 22.326658, 69.741075 22.326669, 69.741107 22.326674, 69.741139 22.326674, 69.74117 22.326668, 69.741199 22.326656, 69.741225 22.32664, 69.741248 22.326619, 69.741265 22.326594, 69.741277 22.326567, 69.741283 22.326538, 69.741283 22.326508, 69.741276 22.326479, 69.741264 22.326452, 69.741246 22.326428, 69.741223 22.326407, 69.741196 22.326391, 69.741167 22.32638, 69.741136 22.326375, 69.741104 22.326375, 69.741072 22.326381))"
way,688584490,,,,storage_tank,,"POLYGON ((69.741278 22.326077, 69.741249 22.326088, 69.741223 22.326105, 69.7412 22.326126, 69.741183 22.32615, 69.741171 22.326178, 69.741165 22.326207, 69.741166 22.326236, 69.741172 22.326265, 69.741184 22.326292, 69.741202 22.326317, 69.741225 22.326337, 69.741252 22.326354, 69.741281 22.326364, 69.741313 22.32637, 69.741345 22.32637, 69.741376 22.326364, 69.741405 22.326352, 69.741431 22.326336, 69.741454 22.326314, 69.741471 22.32629, 69.741483 22.326262, 69.741489 22.326234, 69.741489 22.326204, 69.741482 22.326175, 69.74147 22.326148, 69.741452 22.326124, 69.741429 22.326103, 69.741402 22.326087, 69.741373 22.326076, 69.741342 22.32607, 69.74131 22.326071, 69.741278 22.326077))"
way,688584495,,cooling,,,,"POLYGON ((69.740822 22.336823, 69.740935 22.336892, 69.741171 22.33656, 69.741058 22.336491, 69.740822 22.336823))"
way,688584528,,,,storage_tank,,"POLYGON ((69.753664 22.332384, 69.75363 22.3324, 69.7536 22.332424, 69.753576 22.332452, 69.753558 22.332484, 69.753548 22.332518, 69.753546 22.332554, 69.753551 22.332589, 69.753564 22.332623, 69.753584 22.332654, 69.75361 22.33268, 69.753642 22.332701, 69.753677 22.332716, 69.753715 22.332724, 69.753754 22.332724, 69.753792 22.332717, 69.753827 22.332704, 69.75386 22.332684, 69.753887 22.332658, 69.753908 22.332628, 69.753922 22.332595, 69.753928 22.332559, 69.753927 22.332523, 69.753918 22.332488, 69.753901 22.332456, 69.753878 22.332427, 69.753849 22.332404, 69.753815 22.332386, 69.753778 22.332374, 69.75374 22.33237, 69.753701 22.332373, 69.753664 22.332384))"
way,688584529,,,,storage_tank,,"POLYGON ((69.753281 22.332925, 69.753247 22.332942, 69.753217 22.332965, 69.753193 22.332993, 69.753176 22.333025, 69.753165 22.33306, 69.753163 22.333096, 69.753168 22.333131, 69.753181 22.333165, 69.753201 22.333196, 69.753227 22.333222, 69.753259 22.333243, 69.753294 22.333258, 69.753332 22.333265, 69.753371 22.333266, 69.753409 22.333259, 69.753445 22.333246, 69.753477 22.333226, 69.753504 22.3332, 69.753525 22.33317, 69.753539 22.333136, 69.753545 22.333101, 69.753544 22.333065, 69.753535 22.33303, 69.753518 22.332998, 69.753495 22.332969, 69.753466 22.332945, 69.753432 22.332928, 69.753396 22.332916, 69.753357 22.332912, 69.753318 22.332915, 69.753281 22.332925))"
way,688584530,,,,storage_tank,,"POLYGON ((69.752204 22.335039, 69.752176 22.335054, 69.752151 22.335075, 69.752133 22.3351, 69.75212 22.335129, 69.752115 22.335159, 69.752118 22.33519, 69.752127 22.335219, 69.752144 22.335245, 69.752166 22.335268, 69.752193 22.335285, 69.752224 22.335296, 69.752257 22.335301, 69.75229 22.335299, 69.752322 22.33529, 69.75235 22.335275, 69.752375 22.335254, 69.752393 22.335229, 69.752406 22.335201, 69.752411 22.33517, 69.752408 22.33514, 69.752399 22.33511, 69.752382 22.335084, 69.75236 22.335062, 69.752333 22.335044, 69.752302 22.335033, 69.752269 22.335028, 69.752236 22.33503, 69.752204 22.335039))"
way,688584531,,,,storage_tank,,"POLYGON ((69.751874 22.33483, 69.751846 22.334845, 69.751822 22.334866, 69.751803 22.334891, 69.75179 22.334919, 69.751785 22.334949, 69.751788 22.33498, 69.751797 22.335009, 69.751814 22.335036, 69.751836 22.335058, 69.751864 22.335076, 69.751894 22.335087, 69.751927 22.335092, 69.75196 22.335089, 69.751992 22.33508, 69.75202 22.335065, 69.752045 22.335045, 69.752063 22.335019, 69.752076 22.334991, 69.752081 22.334961, 69.752078 22.33493, 69.752069 22.334901, 69.752052 22.334874, 69.75203 22.334852, 69.752003 22.334834, 69.751972 22.334823, 69.751939 22.334818, 69.751906 22.334821, 69.751874 22.33483))"
way,688584532,,,,storage_tank,,"POLYGON ((69.751597 22.335203, 69.751568 22.335218, 69.751544 22.335239, 69.751525 22.335264, 69.751513 22.335292, 69.751508 22.335323, 69.75151 22.335353, 69.75152 22.335382, 69.751536 22.335409, 69.751559 22.335432, 69.751586 22.335449, 69.751617 22.33546, 69.751649 22.335465, 69.751682 22.335463, 69.751714 22.335454, 69.751743 22.335439, 69.751767 22.335418, 69.751786 22.335393, 69.751798 22.335364, 69.751803 22.335334, 69.751801 22.335304, 69.751791 22.335274, 69.751775 22.335248, 69.751752 22.335225, 69.751725 22.335208, 69.751694 22.335197, 69.751662 22.335192, 69.751629 22.335194, 69.751597 22.335203))"
way,688584533,,,,storage_tank,,"POLYGON ((69.7519 22.337268, 69.751867 22.337285, 69.751837 22.337306, 69.751812 22.337333, 69.751794 22.337364, 69.751783 22.337398, 69.751778 22.337432, 69.751782 22.337467, 69.751792 22.337501, 69.75181 22.337532, 69.751833 22.33756, 69.751862 22.337582, 69.751896 22.337599, 69.751932 22.33761, 69.751969 22.337614, 69.752007 22.337611, 69.752044 22.337601, 69.752077 22.337585, 69.752107 22.337563, 69.752131 22.337536, 69.75215 22.337506, 69.752161 22.337472, 69.752166 22.337437, 69.752162 22.337402, 69.752152 22.337368, 69.752134 22.337337, 69.752111 22.33731, 69.752082 22.337287, 69.752048 22.33727, 69.752012 22.33726, 69.751975 22.337256, 69.751937 22.337259, 69.7519 22.337268))"
way,688584534,,,,storage_tank,,"POLYGON ((69.752205 22.336849, 69.752171 22.336865, 69.752141 22.336887, 69.752117 22.336914, 69.752099 22.336945, 69.752087 22.336978, 69.752083 22.337013, 69.752086 22.337048, 69.752097 22.337082, 69.752114 22.337113, 69.752138 22.33714, 69.752167 22.337163, 69.7522 22.33718, 69.752236 22.337191, 69.752274 22.337194, 69.752312 22.337192, 69.752348 22.337182, 69.752382 22.337166, 69.752411 22.337144, 69.752436 22.337117, 69.752454 22.337086, 69.752466 22.337053, 69.75247 22.337018, 69.752467 22.336983, 69.752456 22.336949, 69.752439 22.336918, 69.752415 22.336891, 69.752386 22.336868, 69.752353 22.336851, 69.752317 22.33684, 69.752279 22.336836, 69.752241 22.336839, 69.752205 22.336849))"
way,688584535,,,,storage_tank,,"POLYGON ((69.752749 22.33609, 69.752716 22.336106, 69.752686 22.336128, 69.752661 22.336155, 69.752643 22.336186, 69.752632 22.336219, 69.752627 22.336254, 69.752631 22.336289, 69.752641 22.336323, 69.752658 22.336354, 69.752682 22.336381, 69.752711 22.336404, 69.752744 22.336421, 69.752781 22.336431, 69.752818 22.336435, 69.752856 22.336432, 69.752892 22.336423, 69.752926 22.336406, 69.752956 22.336385, 69.75298 22.336358, 69.752999 22.336327, 69.75301 22.336294, 69.753014 22.336259, 69.753011 22.336224, 69.753001 22.33619, 69.752983 22.336159, 69.75296 22.336131, 69.752931 22.336109, 69.752897 22.336092, 69.752861 22.336081, 69.752824 22.336077, 69.752786 22.33608, 69.752749 22.33609))"
way,688584536,,,,storage_tank,,"POLYGON ((69.753099 22.335607, 69.753066 22.335624, 69.753036 22.335646, 69.753011 22.335672, 69.752993 22.335703, 69.752982 22.335736, 69.752977 22.335771, 69.752981 22.335806, 69.752991 22.33584, 69.753008 22.335871, 69.753032 22.335899, 69.753061 22.335921, 69.753094 22.335938, 69.753131 22.335949, 69.753168 22.335953, 69.753206 22.33595, 69.753243 22.33594, 69.753276 22.335924, 69.753306 22.335902, 69.75333 22.335875, 69.753349 22.335844, 69.75336 22.335811, 69.753364 22.335776, 69.753361 22.335741, 69.753351 22.335708, 69.753333 22.335676, 69.75331 22.335649, 69.753281 22.335626, 69.753247 22.335609, 69.753211 22.335599, 69.753174 22.335595, 69.753136 22.335598, 69.753099 22.335607))"
way,688584537,,,,storage_tank,,"POLYGON ((69.756177 22.337522, 69.756133 22.337544, 69.756094 22.337572, 69.756062 22.337608, 69.756038 22.337648, 69.756022 22.337692, 69.756017 22.337738, 69.756021 22.337784, 69.756035 22.337828, 69.756058 22.337869, 69.756089 22.337905, 69.756127 22.337935, 69.756171 22.337958, 69.756218 22.337972, 69.756268 22.337977, 69.756318 22.337973, 69.756366 22.33796, 69.75641 22.337939, 69.756449 22.33791, 69.756481 22.337875, 69.756506 22.337834, 69.756521 22.33779, 69.756526 22.337744, 69.756522 22.337698, 69.756508 22.337654, 69.756485 22.337613, 69.756454 22.337577, 69.756416 22.337547, 69.756372 22.337525, 69.756325 22.337511, 69.756275 22.337506, 69.756225 22.33751, 69.756177 22.337522))"
way,688584538,,,,storage_tank,,"POLYGON ((69.756829 22.337924, 69.756785 22.337946, 69.756746 22.337974, 69.756714 22.33801, 69.756689 22.33805, 69.756674 22.338094, 69.756669 22.33814, 69.756673 22.338186, 69.756687 22.33823, 69.75671 22.338271, 69.756741 22.338307, 69.756779 22.338337, 69.756823 22.338359, 69.75687 22.338373, 69.75692 22.338379, 69.75697 22.338375, 69.757018 22.338362, 69.757062 22.338341, 69.757101 22.338312, 69.757133 22.338276, 69.757157 22.338236, 69.757172 22.338192, 69.757178 22.338146, 69.757174 22.3381, 69.75716 22.338056, 69.757137 22.338015, 69.757106 22.337979, 69.757068 22.337949, 69.757024 22.337927, 69.756976 22.337913, 69.756927 22.337908, 69.756877 22.337912, 69.756829 22.337924))"
way,688584539,,,,storage_tank,,"POLYGON ((69.75607 22.339912, 69.756026 22.339933, 69.755987 22.339962, 69.755954 22.339997, 69.75593 22.340037, 69.755915 22.340081, 69.75591 22.340127, 69.755914 22.340173, 69.755928 22.340218, 69.755951 22.340258, 69.755982 22.340295, 69.75602 22.340324, 69.756064 22.340347, 69.756111 22.340361, 69.756161 22.340366, 69.756211 22.340362, 69.756258 22.340349, 69.756303 22.340328, 69.756342 22.340299, 69.756374 22.340264, 69.756398 22.340223, 69.756413 22.340179, 69.756419 22.340133, 69.756415 22.340087, 69.756401 22.340043, 69.756378 22.340002, 69.756347 22.339966, 69.756309 22.339936, 69.756265 22.339914, 69.756217 22.3399, 69.756168 22.339895, 69.756118 22.339899, 69.75607 22.339912))"
way,688584540,,,,storage_tank,,"POLYGON ((69.756786 22.339877, 69.756742 22.339898, 69.756703 22.339927, 69.756671 22.339962, 69.756646 22.340002, 69.756631 22.340046, 69.756626 22.340092, 69.75663 22.340138, 69.756644 22.340183, 69.756667 22.340224, 69.756698 22.34026, 69.756736 22.34029, 69.75678 22.340312, 69.756827 22.340326, 69.756877 22.340331, 69.756927 22.340327, 69.756975 22.340314, 69.757019 22.340293, 69.757058 22.340264, 69.75709 22.340229, 69.757114 22.340189, 69.75713 22.340145, 69.757135 22.340099, 69.757131 22.340053, 69.757117 22.340008, 69.757094 22.339967, 69.757063 22.339931, 69.757025 22.339902, 69.756981 22.339879, 69.756933 22.339865, 69.756884 22.33986, 69.756834 22.339864, 69.756786 22.339877))"
way,688584541,,,,storage_tank,,"POLYGON ((69.757049 22.340509, 69.757005 22.340531, 69.756966 22.340559, 69.756934 22.340595, 69.756909 22.340635, 69.756894 22.340679, 69.756889 22.340725, 69.756893 22.340771, 69.756907 22.340815, 69.75693 22.340856, 69.756961 22.340892, 69.756999 22.340922, 69.757043 22.340944, 69.75709 22.340958, 69.75714 22.340964, 69.75719 22.34096, 69.757238 22.340947, 69.757282 22.340926, 69.757321 22.340897, 69.757353 22.340862, 69.757377 22.340821, 69.757392 22.340777, 69.757398 22.340731, 69.757394 22.340685, 69.75738 22.340641, 69.757357 22.3406, 69.757326 22.340564, 69.757288 22.340534, 69.757244 22.340512, 69.757196 22.340498, 69.757147 22.340493, 69.757097 22.340497, 69.757049 22.340509))"
way,688584542,,,,storage_tank,,"POLYGON ((69.757776 22.34047, 69.757732 22.340491, 69.757692 22.34052, 69.75766 22.340555, 69.757636 22.340595, 69.757621 22.340639, 69.757616 22.340685, 69.75762 22.340731, 69.757634 22.340776, 69.757656 22.340817, 69.757688 22.340853, 69.757726 22.340882, 69.75777 22.340905, 69.757817 22.340919, 69.757867 22.340924, 69.757916 22.34092, 69.757964 22.340907, 69.758009 22.340886, 69.758048 22.340857, 69.75808 22.340822, 69.758104 22.340782, 69.758119 22.340738, 69.758125 22.340692, 69.75812 22.340646, 69.758107 22.340601, 69.758084 22.34056, 69.758053 22.340524, 69.758014 22.340494, 69.757971 22.340472, 69.757923 22.340458, 69.757874 22.340453, 69.757824 22.340457, 69.757776 22.34047))"
way,688584543,,,,storage_tank,,"POLYGON ((69.760217 22.34001, 69.760166 22.340034, 69.76012 22.340068, 69.760082 22.340109, 69.760054 22.340156, 69.760037 22.340208, 69.76003 22.340261, 69.760035 22.340315, 69.760051 22.340367, 69.760078 22.340414, 69.760114 22.340457, 69.760159 22.340491, 69.76021 22.340517, 69.760265 22.340534, 69.760323 22.34054, 69.760381 22.340535, 69.760437 22.34052, 69.760489 22.340495, 69.760534 22.340462, 69.760572 22.340421, 69.7606 22.340374, 69.760618 22.340322, 69.760624 22.340269, 69.760619 22.340215, 69.760603 22.340163, 69.760576 22.340115, 69.76054 22.340073, 69.760496 22.340039, 69.760444 22.340013, 69.760389 22.339996, 69.760331 22.33999, 69.760273 22.339995, 69.760217 22.34001))"
way,688584544,,,,storage_tank,,"POLYGON ((69.759082 22.341622, 69.759029 22.341648, 69.758983 22.341683, 69.758945 22.341726, 69.758918 22.341776, 69.758902 22.341829, 69.758897 22.341885, 69.758905 22.34194, 69.758925 22.341992, 69.758956 22.34204, 69.758996 22.342081, 69.759045 22.342114, 69.7591 22.342136, 69.759158 22.342149, 69.759218 22.34215, 69.759278 22.34214, 69.759333 22.342119, 69.759383 22.342088, 69.759425 22.342048, 69.759458 22.342002, 69.75948 22.34195, 69.75949 22.341895, 69.759488 22.34184, 69.759474 22.341786, 69.759449 22.341735, 69.759413 22.341691, 69.759368 22.341654, 69.759316 22.341626, 69.759259 22.341608, 69.7592 22.341601, 69.75914 22.341606, 69.759082 22.341622))"
way,688584547,,,,storage_tank,,"POLYGON ((69.748232 22.344122, 69.748179 22.344148, 69.748132 22.344183, 69.748095 22.344226, 69.748067 22.344276, 69.748051 22.344329, 69.748047 22.344385, 69.748055 22.34444, 69.748075 22.344492, 69.748106 22.34454, 69.748146 22.344581, 69.748195 22.344614, 69.74825 22.344637, 69.748308 22.344649, 69.748368 22.34465, 69.748427 22.34464, 69.748483 22.344619, 69.748533 22.344588, 69.748575 22.344548, 69.748608 22.344502, 69.74863 22.34445, 69.74864 22.344395, 69.748638 22.34434, 69.748624 22.344286, 69.748599 22.344235, 69.748563 22.344191, 69.748518 22.344154, 69.748466 22.344126, 69.748409 22.344108, 69.74835 22.344102, 69.74829 22.344106, 69.748232 22.344122))"
way,688584548,,cooling,,,,"POLYGON ((69.748724 22.34336, 69.748638 22.343479, 69.749598 22.344077, 69.749684 22.343958, 69.748724 22.34336))"
way,693344720,,,industrial,,,"POLYGON ((69.871894 22.367272, 69.876511 22.367084, 69.8781 22.366586, 69.879398 22.366874, 69.880224 22.367846, 69.879838 22.369027, 69.881179 22.369434, 69.881426 22.369682, 69.883733 22.370228, 69.883819 22.370644, 69.887348 22.371716, 69.887145 22.37124, 69.886812 22.371091, 69.885825 22.369692, 69.884806 22.369255, 69.883862 22.367995, 69.883432 22.367876, 69.879872 22.364358, 69.877132 22.361963, 69.876978 22.361875, 69.875759 22.361938, 69.873709 22.361941, 69.873634 22.361851, 69.873546 22.361876, 69.872827 22.361886, 69.87214 22.361849, 69.871395 22.364344, 69.870933 22.366264, 69.871325 22.366472, 69.871894 22.367272))"
way,693344721,,,industrial,,,"POLYGON ((69.895717 22.347476, 69.896092 22.347694, 69.89576 22.351366, 69.896811 22.352924, 69.897047 22.353608, 69.897026 22.354114, 69.897991 22.354829, 69.899075 22.355365, 69.899687 22.355166, 69.899665 22.350383, 69.901714 22.350423, 69.901746 22.35077, 69.906092 22.35078, 69.906006 22.350244, 69.9046 22.350026, 69.903892 22.348984, 69.904096 22.348429, 69.904514 22.348389, 69.9043 22.347813, 69.900084 22.348101, 69.899472 22.348141, 69.899408 22.347059, 69.898742 22.34691, 69.898603 22.346295, 69.899397 22.346186, 69.901982 22.346305, 69.901961 22.344995, 69.90048 22.344826, 69.900598 22.344172, 69.900427 22.344142, 69.900416 22.343884, 69.899568 22.343864, 69.89959 22.343449, 69.898756 22.343502, 69.898828 22.342584, 69.898421 22.342485, 69.898517 22.34177, 69.900411 22.342006, 69.90033 22.339197, 69.899947 22.339111, 69.897525 22.338515, 69.896438 22.33816, 69.894563 22.337718, 69.89458 22.342872, 69.894982 22.342896, 69.89466 22.346955, 69.895261 22.347094, 69.895717 22.347476))"
way,693344722,,,industrial,,,"POLYGON ((69.899842 22.338967, 69.90099 22.339165, 69.901639 22.33918, 69.904815 22.339195, 69.905137 22.339116, 69.905174 22.335776, 69.905443 22.334436, 69.905282 22.332918, 69.905174 22.33264, 69.904734 22.331941, 69.904311 22.330397, 69.904209 22.329752, 69.903774 22.328641, 69.901564 22.328517, 69.899375 22.32739, 69.899826 22.324681, 69.899193 22.324244, 69.898635 22.324507, 69.898244 22.324894, 69.897514 22.325986, 69.897224 22.326909, 69.895765 22.332874, 69.895454 22.333593, 69.894156 22.336277, 69.894092 22.336734, 69.894134 22.33727, 69.894301 22.337443, 69.894419 22.337518, 69.895406 22.337806, 69.896575 22.338074, 69.897458 22.338391, 69.898654 22.338622, 69.899842 22.338967))"
way,971811809,Vadinar Power Plant,,industrial,,plant,"POLYGON ((69.732557 22.325025, 69.735039 22.321486, 69.741272 22.325226, 69.73879 22.328765, 69.732557 22.325025))"
way,984259059,,,industrial,,,"POLYGON ((69.999177 22.429434, 69.999713 22.429416, 69.999743 22.4296, 70.002224 22.429434, 70.002323 22.429881, 70.002122 22.430003, 70.001691 22.430248, 70.001504 22.430233, 70.000171 22.43169, 69.997036 22.431297, 69.997002 22.430832, 69.997714 22.430899, 69.998454 22.431006, 69.998487 22.43073, 69.999012 22.430797, 69.999254 22.42969, 69.99921 22.429618, 69.999177 22.429434))"
way,984259062,,,industrial,,,"POLYGON ((69.946321 22.433003, 69.946716 22.431623, 69.94798 22.431894, 69.947679 22.433659, 69.947621 22.433684, 69.946321 22.433003))"
way,984259071,,,industrial,,,"POLYGON ((69.816778 22.341696, 69.816207 22.341923, 69.816979 22.343585, 69.81755 22.343358, 69.816778 22.341696))"
way,984259072,,,,works,,"POLYGON ((69.847873 22.359191, 69.850346 22.359183, 69.850332 22.35582, 69.84786 22.355828, 69.847873 22.359191))"
way,1002375029,,,industrial,,plant,"POLYGON ((69.844465 22.422191, 69.844508 22.423282, 69.842202 22.423481, 69.842218 22.422459, 69.844465 22.422191))"
way,1060504139,,,,storage_tank,,"POLYGON ((69.853621 22.437542, 69.853625 22.437454, 69.853593 22.437372, 69.853528 22.437306, 69.853442 22.437269, 69.853347 22.437265, 69.853257 22.437295, 69.853187 22.437355, 69.853146 22.437435, 69.853142 22.437523, 69.853175 22.437606, 69.853239 22.437671, 69.853325 22.437708, 69.853421 22.437712, 69.85351 22.437682, 69.853581 22.437622, 69.853621 22.437542))"
way,1060504140,,,,storage_tank,,"POLYGON ((69.853023 22.436858, 69.853027 22.43677, 69.852994 22.436687, 69.85293 22.436622, 69.852844 22.436585, 69.852748 22.436581, 69.852659 22.436611, 69.852588 22.436671, 69.852548 22.43675, 69.852544 22.436838, 69.852576 22.436921, 69.852641 22.436986, 69.852727 22.437024, 69.852822 22.437028, 69.852912 22.436998, 69.852982 22.436938, 69.853023 22.436858))"
way,1060504141,,,,storage_tank,,"POLYGON ((69.853144 22.435715, 69.853148 22.435627, 69.853115 22.435544, 69.853051 22.435479, 69.852964 22.435442, 69.852869 22.435438, 69.85278 22.435468, 69.852709 22.435528, 69.852669 22.435608, 69.852665 22.435696, 69.852697 22.435778, 69.852762 22.435844, 69.852848 22.435881, 69.852943 22.435885, 69.853033 22.435855, 69.853103 22.435795, 69.853144 22.435715))"
way,1060504142,,,,storage_tank,,"POLYGON ((69.850978 22.43384, 69.850982 22.433752, 69.850949 22.433669, 69.850885 22.433604, 69.850799 22.433566, 69.850703 22.433563, 69.850614 22.433593, 69.850543 22.433652, 69.850503 22.433732, 69.850499 22.43382, 69.850531 22.433903, 69.850596 22.433968, 69.850682 22.434005, 69.850777 22.434009, 69.850867 22.433979, 69.850937 22.43392, 69.850978 22.43384))"
way,1060504143,,,,storage_tank,,"POLYGON ((69.852162 22.430736, 69.852166 22.430648, 69.852134 22.430565, 69.852069 22.4305, 69.851983 22.430462, 69.851888 22.430459, 69.851798 22.430489, 69.851728 22.430548, 69.851687 22.430628, 69.851683 22.430716, 69.851715 22.430799, 69.85178 22.430864, 69.851866 22.430901, 69.851962 22.430905, 69.852051 22.430875, 69.852122 22.430816, 69.852162 22.430736))"
way,1060504144,,,,storage_tank,,"POLYGON ((69.851781 22.432, 69.851785 22.431912, 69.851753 22.431829, 69.851688 22.431764, 69.851602 22.431727, 69.851507 22.431723, 69.851417 22.431753, 69.851347 22.431813, 69.851306 22.431892, 69.851302 22.43198, 69.851335 22.432063, 69.851399 22.432128, 69.851485 22.432166, 69.851581 22.43217, 69.85167 22.43214, 69.851741 22.43208, 69.851781 22.432))"
way,1060504145,,,,storage_tank,,"POLYGON ((69.852643 22.431544, 69.852648 22.431456, 69.852615 22.431373, 69.852551 22.431308, 69.852464 22.431271, 69.852369 22.431267, 69.852279 22.431297, 69.852209 22.431356, 69.852169 22.431436, 69.852164 22.431524, 69.852197 22.431607, 69.852261 22.431672, 69.852348 22.43171, 69.852443 22.431714, 69.852533 22.431683, 69.852603 22.431624, 69.852643 22.431544))"
way,1060504146,,,,storage_tank,,"POLYGON ((69.855206 22.432041, 69.85521 22.431953, 69.855178 22.43187, 69.855114 22.431805, 69.855027 22.431768, 69.854932 22.431764, 69.854842 22.431794, 69.854772 22.431854, 69.854731 22.431933, 69.854727 22.432021, 69.85476 22.432104, 69.854824 22.432169, 69.85491 22.432207, 69.855006 22.43221, 69.855095 22.43218, 69.855166 22.432121, 69.855206 22.432041))"
way,1060504147,,,,storage_tank,,"POLYGON ((69.854597 22.431362, 69.854602 22.431274, 69.854569 22.431191, 69.854505 22.431126, 69.854418 22.431088, 69.854323 22.431085, 69.854233 22.431115, 69.854163 22.431174, 69.854123 22.431254, 69.854118 22.431342, 69.854151 22.431425, 69.854215 22.43149, 69.854302 22.431527, 69.854397 22.431531, 69.854486 22.431501, 69.854557 22.431442, 69.854597 22.431362))"
way,1144541890,Pipli,,,,substation,"POLYGON ((69.945395 22.353885, 69.945689 22.353389, 69.946342 22.353736, 69.946509 22.353839, 69.94667 22.354367, 69.946581 22.354521, 69.945395 22.353885))"
way,1154004416,Zankhar,,,,substation,"POLYGON ((69.77387 22.340444, 69.77454 22.340563, 69.77441 22.34119, 69.77374 22.34107, 69.77387 22.340444))"
way,1154004460,Navaniya,,,,substation,"POLYGON ((69.833306 22.295326, 69.83279 22.294898, 69.833246 22.294426, 69.833762 22.294855, 69.833306 22.295326))"
way,1154004461,IOCL,,,,substation,"POLYGON ((69.725044 22.409061, 69.725245 22.409998, 69.72564 22.409925, 69.725439 22.408988, 69.725044 22.409061))"
way,1159186265,,,industrial,,,"POLYGON ((69.928681 22.33981, 69.924325 22.340177, 69.923472 22.337066, 69.921348 22.332779, 69.919996 22.331509, 69.918352 22.331953, 69.918116 22.331717, 69.917732 22.329732, 69.918022 22.329038, 69.928681 22.33981))"
way,1159186269,,,industrial,,,"POLYGON ((69.927689 22.324711, 69.919476 22.324795, 69.919485 22.318688, 69.910676 22.31866, 69.910877 22.313545, 69.917035 22.312384, 69.923483 22.312116, 69.926112 22.317922, 69.927249 22.321823, 69.927689 22.324711))"
